Fecha;TmáxCarrasco;TmínCarrasco;TmáxSalto;TmínSalto;
21/10/1977;31.4;16.8;35.0;18.2;
22/10/1977;24.2;17.0;36.0;19.4;
23/10/1977;23.6;14.0;34.0;20.5;
24/10/1977;21.3;17.8;25.4;20.2;
25/10/1977;19.4;15.4;22.0;18.5;
26/10/1977;17.6;15.0;25.0;17.5;
27/10/1977;18.4;14.0;26.2;13.2;
28/10/1977;21.0;11.6;28.4;14.0;
29/10/1977;26.3;14.2;32.2;17.6;
30/10/1977;30.5;19.2;35.2;20.6;
31/10/1977;24.4;16.8;30.5;21.2;
1/11/1977;20.2;16.0;24.0;18.4;
2/11/1977;23.2;12.6;26.5;18.6;
3/11/1977;17.0;13.0;22.4;15.2;
4/11/1977;20.0;14.6;23.6;11.2;
5/11/1977;23.7;13.0;26.4;12.9;
6/11/1977;23.2;15.8;28.6;15.4;
7/11/1977;25.6;15.0;32.5;16.3;
8/11/1977;22.0;15.8;27.2;19.2;
9/11/1977;17.0;13.0;22.8;14.2;
10/11/1977;18.5;8.7;22.2;17.0;
11/11/1977;25.2;9.0;28.2;15.5;
12/11/1977;16.2;12.0;21.4;13.0;
13/11/1977;22.5;6.6;25.6;8.5;
14/11/1977;27.2;10.6;28.0;12.2;
15/11/1977;27.4;10.8;32.0;12.5;
16/11/1977;25.2;16.5;34.2;15.8;
17/11/1977;33.6;18.0;34.5;19.4;
18/11/1977;32.8;19.8;36.2;20.8;
19/11/1977;23.2;17.2;29.8;18.0;
20/11/1977;26.2;12.8;29.5;15.0;
21/11/1977;23.6;17.0;22.6;16.0;
22/11/1977;22.4;11.3;24.8;12.0;
23/11/1977;22.6;10.0;26.4;12.4;
24/11/1977;20.8;10.5;26.6;12.4;
25/11/1977;27.8;14.8;30.8;16.0;
26/11/1977;32.4;17.0;33.9;20.2;
27/11/1977;22.2;14.7;25.4;16.0;
28/11/1977;27.8;11.0;29.0;13.0;
29/11/1977;30.2;15.4;32.0;16.0;
30/11/1977;30.6;15.6;34.0;16.0;
1/12/1977;28.0;17.6;34.0;22.0;
2/12/1977;30.2;19.5;31.6;22.2;
3/12/1977;25.0;20.8;34.0;19.8;
4/12/1977;31.2;20.0;34.8;21.8;
5/12/1977;27.8;17.2;26.8;20.0;
6/12/1977;21.6;13.9;27.2;15.0;
7/12/1977;20.8;13.8;27.4;14.2;
8/12/1977;26.3;9.9;28.8;13.6;
9/12/1977;28.8;13.4;30.4;14.0;
10/12/1977;29.8;16.2;32.2;15.0;
11/12/1977;31.6;17.6;34.8;19.0;
12/12/1977;24.8;19.2;35.0;19.0;
13/12/1977;23.0;18.9;31.8;20.0;
14/12/1977;25.3;15.4;33.6;19.4;
15/12/1977;26.4;17.4;34.2;20.5;
16/12/1977;26.6;18.8;32.6;21.8;
17/12/1977;33.6;21.6;34.8;23.2;
18/12/1977;33.0;22.0;26.6;21.6;
19/12/1977;25.6;16.8;31.4;20.8;
20/12/1977;18.0;15.8;23.6;18.0;
21/12/1977;21.4;16.2;27.2;15.0;
22/12/1977;22.0;13.6;27.6;14.0;
23/12/1977;22.8;13.6;30.0;15.6;
24/12/1977;25.6;16.4;31.9;19.0;
25/12/1977;24.4;15.4;34.6;17.5;
26/12/1977;28.4;17.3;31.6;21.6;
27/12/1977;32.7;19.6;37.0;22.4;
28/12/1977;24.4;20.0;31.4;22.4;
29/12/1977;23.8;17.8;31.6;20.2;
30/12/1977;21.8;18.3;21.0;17.6;
31/12/1977;19.5;16.5;26.8;15.4;
1/1/1978;21.4;14.6;25.6;13.0;
2/1/1978;21.3;13.1;29.0;15.0;
3/1/1978;27.6;13.6;30.8;17.0;
4/1/1978;29.7;17.1;34.2;17.2;
5/1/1978;25.8;18.6;33.2;23.0;
6/1/1978;26.8;17.2;33.4;20.0;
7/1/1978;25.3;18.0;30.0;20.2;
8/1/1978;25.4;21.0;31.0;20.0;
9/1/1978;25.4;16.4;32.0;20.0;
10/1/1978;27.2;16.8;31.6;19.8;
11/1/1978;26.2;17.2;32.8;18.2;
12/1/1978;24.4;17.9;32.6;18.2;
13/1/1978;30.0;17.6;25.8;19.0;
14/1/1978;24.8;17.8;28.2;16.3;
15/1/1978;31.0;14.0;31.4;16.6;
16/1/1978;31.4;15.8;33.0;16.4;
17/1/1978;34.6;16.4;35.0;16.5;
18/1/1978;35.3;19.0;37.6;18.8;
19/1/1978;28.8;20.4;37.6;21.0;
20/1/1978;22.6;19.4;27.2;19.8;
21/1/1978;23.8;11.6;31.8;18.0;
22/1/1978;25.8;13.6;28.4;20.4;
23/1/1978;24.4;17.6;27.0;20.2;
24/1/1978;23.2;19.0;27.0;20.8;
25/1/1978;28.2;15.2;31.0;19.8;
26/1/1978;24.4;18.0;32.0;20.0;
27/1/1978;29.2;12.6;32.2;20.2;
28/1/1978;26.4;17.8;27.7;19.4;
29/1/1978;29.8;17.8;25.0;20.0;
30/1/1978;26.0;20.2;29.2;20.6;
31/1/1978;22.0;16.2;26.2;18.6;
1/2/1978;20.4;13.8;20.6;16.8;
2/2/1978;28.2;15.9;29.4;14.3;
3/2/1978;23.0;17.6;28.0;16.5;
4/2/1978;20.8;13.5;27.2;12.0;
5/2/1978;24.0;12.0;27.4;13.8;
6/2/1978;22.0;11.0;29.2;15.2;
7/2/1978;27.5;14.6;30.2;15.6;
8/2/1978;26.8;15.8;31.6;18.2;
9/2/1978;25.4;18.6;31.4;21.0;
10/2/1978;25.4;19.2;32.8;19.4;
11/2/1978;25.0;20.8;31.4;19.0;
12/2/1978;25.4;19.2;31.0;19.0;
13/2/1978;22.2;19.7;30.6;18.6;
14/2/1978;27.0;19.4;29.4;19.4;
15/2/1978;25.2;19.8;30.8;20.2;
16/2/1978;24.2;20.0;31.4;19.6;
17/2/1978;22.8;19.2;27.6;18.0;
18/2/1978;22.0;19.0;23.8;17.6;
19/2/1978;21.3;16.4;25.2;18.0;
20/2/1978;22.8;14.2;26.0;17.6;
21/2/1978;23.2;13.4;28.6;16.4;
22/2/1978;26.2;14.6;31.0;16.4;
23/2/1978;30.0;16.8;32.4;16.0;
24/2/1978;31.6;17.8;34.0;15.4;
25/2/1978;33.0;18.6;38.2;17.5;
26/2/1978;32.4;19.0;37.0;21.4;
27/2/1978;33.8;21.2;36.0;22.4;
28/2/1978;25.0;22.0;26.8;20.5;
1/3/1978;27.4;16.0;31.4;17.4;
2/3/1978;32.4;16.6;32.2;16.8;
3/3/1978;26.8;17.9;31.0;17.0;
4/3/1978;24.5;18.8;32.2;18.3;
5/3/1978;23.4;14.8;29.5;17.2;
6/3/1978;20.6;14.8;24.6;14.2;
7/3/1978;24.9;10.4;26.1;9.8;
8/3/1978;26.2;12.8;29.4;10.0;
9/3/1978;24.7;12.0;27.8;12.2;
10/3/1978;25.9;14.9;31.6;14.8;
11/3/1978;27.0;15.6;33.2;17.6;
12/3/1978;24.8;17.8;32.2;17.2;
13/3/1978;25.6;18.6;28.4;19.0;
14/3/1978;28.4;19.5;27.8;21.1;
15/3/1978;32.0;20.6;36.0;22.4;
16/3/1978;24.0;19.0;29.4;20.8;
17/3/1978;21.8;19.4;27.4;22.0;
18/3/1978;20.8;18.8;31.4;20.8;
19/3/1978;22.2;18.8;22.0;20.2;
20/3/1978;21.2;15.0;23.2;19.8;
21/3/1978;22.6;15.0;26.2;18.2;
22/3/1978;22.8;17.0;23.0;19.4;
23/3/1978;25.0;17.8;29.4;19.8;
24/3/1978;22.2;17.6;30.4;21.0;
25/3/1978;22.4;18.4;22.2;19.4;
26/3/1978;23.4;18.8;25.4;19.0;
27/3/1978;22.0;16.4;28.0;17.0;
28/3/1978;25.4;13.0;28.4;16.2;
29/3/1978;25.0;12.8;29.6;15.6;
30/3/1978;29.0;14.8;30.0;18.9;
31/3/1978;18.6;15.0;23.0;15.2;
1/4/1978;18.0;10.6;23.6;10.6;
2/4/1978;22.0;8.8;26.4;9.0;
3/4/1978;25.0;12.0;28.2;11.0;
4/4/1978;26.4;13.2;29.4;11.6;
5/4/1978;22.0;15.6;27.6;15.4;
6/4/1978;17.2;12.0;19.4;11.4;
7/4/1978;18.1;13.0;21.2;6.0;
8/4/1978;20.2;11.4;24.6;8.4;
9/4/1978;19.0;11.2;23.2;14.8;
10/4/1978;22.2;8.6;24.2;8.6;
11/4/1978;25.0;13.5;26.4;10.8;
12/4/1978;20.4;12.6;28.2;9.4;
13/4/1978;22.4;10.3;28.4;12.8;
14/4/1978;25.4;12.0;29.0;10.8;
15/4/1978;18.1;12.4;27.0;14.2;
16/4/1978;22.6;8.6;29.4;11.6;
17/4/1978;28.0;14.0;30.6;12.4;
18/4/1978;22.9;14.4;24.8;13.2;
19/4/1978;18.4;15.8;24.2;13.8;
20/4/1978;21.4;9.4;24.4;8.8;
21/4/1978;17.6;12.4;26.5;10.6;
22/4/1978;17.2;8.6;22.4;10.6;
23/4/1978;15.4;8.6;21.5;6.8;
24/4/1978;18.4;4.8;22.8;6.1;
25/4/1978;17.2;9.6;24.6;7.8;
26/4/1978;21.6;9.6;26.0;8.4;
27/4/1978;23.8;8.7;28.2;8.6;
28/4/1978;23.1;10.9;19.8;15.6;
29/4/1978;19.0;13.8;18.0;15.2;
30/4/1978;18.4;11.2;23.4;11.2;
1/5/1978;21.8;11.5;24.2;9.2;
2/5/1978;20.0;11.5;24.0;9.7;
3/5/1978;24.0;12.8;25.0;11.3;
4/5/1978;18.4;8.0;24.8;11.3;
5/5/1978;17.0;8.0;25.8;10.4;
6/5/1978;18.4;8.8;27.6;13.4;
7/5/1978;21.6;9.0;26.2;13.4;
8/5/1978;24.2;10.6;28.2;14.5;
9/5/1978;28.2;14.1;28.5;14.8;
10/5/1978;27.4;13.4;29.6;13.6;
11/5/1978;18.4;16.0;28.4;13.0;
12/5/1978;23.6;14.0;23.4;15.4;
13/5/1978;23.9;15.6;28.8;15.7;
14/5/1978;20.4;12.2;23.8;14.4;
15/5/1978;17.8;9.0;18.9;12.4;
16/5/1978;13.2;9.0;17.6;8.0;
17/5/1978;13.2;5.6;16.6;7.0;
18/5/1978;12.6;7.4;20.4;10.0;
19/5/1978;17.8;6.6;23.4;12.1;
20/5/1978;13.6;10.7;17.2;8.2;
21/5/1978;13.6;8.6;17.6;3.8;
22/5/1978;13.4;8.0;20.6;3.8;
23/5/1978;13.4;6.9;19.4;3.2;
24/5/1978;14.4;2.8;15.6;5.4;
25/5/1978;14.4;7.9;19.0;5.3;
26/5/1978;14.2;7.4;11.4;5.4;
27/5/1978;15.0;3.0;15.8;-1.0;
28/5/1978;13.0;4.4;19.6;2.0;
29/5/1978;11.8;4.8;15.3;4.2;
30/5/1978;10.3;5.8;13.6;3.8;
31/5/1978;11.8;5.2;14.6;5.2;
1/6/1978;15.4;4.2;18.2;3.2;
2/6/1978;15.8;11.0;18.6;9.0;
3/6/1978;11.8;5.0;18.4;3.5;
4/6/1978;11.4;6.0;16.0;2.8;
5/6/1978;10.8;3.2;16.2;-0.6;
6/6/1978;14.4;-0.8;20.8;3.6;
7/6/1978;12.4;1.3;18.6;5.8;
8/6/1978;10.8;6.6;15.0;3.2;
9/6/1978;13.2;2.4;16.4;0.2;
10/6/1978;13.4;-0.6;18.8;-1.6;
11/6/1978;17.8;1.6;16.4;4.2;
12/6/1978;14.2;4.2;21.8;9.1;
13/6/1978;9.8;4.4;21.2;14.4;
14/6/1978;14.2;8.8;26.3;13.6;
15/6/1978;16.4;12.2;27.2;16.4;
16/6/1978;15.6;12.0;16.6;13.6;
17/6/1978;14.2;10.6;18.0;12.4;
18/6/1978;13.4;8.8;19.0;10.2;
19/6/1978;12.4;8.2;18.0;7.4;
20/6/1978;13.2;2.4;14.8;1.2;
21/6/1978;13.6;1.2;17.6;0.4;
22/6/1978;14.8;3.0;19.2;5.6;
23/6/1978;11.9;6.4;15.3;12.4;
24/6/1978;14.0;11.2;17.4;12.6;
25/6/1978;14.0;8.4;15.0;10.2;
26/6/1978;10.8;5.6;19.0;10.2;
27/6/1978;16.2;9.2;25.0;14.0;
28/6/1978;15.0;10.6;23.8;15.6;
29/6/1978;11.8;10.0;18.2;14.2;
30/6/1978;14.9;8.2;18.0;8.5;
1/7/1978;11.8;4.6;20.2;5.6;
2/7/1978;18.7;8.0;19.6;8.2;
3/7/1978;14.0;8.2;18.2;13.0;
4/7/1978;13.8;7.6;24.0;10.2;
5/7/1978;14.0;9.8;20.0;14.6;
6/7/1978;13.8;10.4;18.2;15.2;
7/7/1978;15.4;7.8;22.5;14.0;
8/7/1978;16.4;13.0;23.4;14.5;
9/7/1978;16.8;13.0;21.2;16.7;
10/7/1978;16.0;12.2;25.8;15.4;
11/7/1978;18.9;11.6;22.0;16.0;
12/7/1978;20.8;9.0;22.5;9.7;
13/7/1978;17.8;10.8;25.0;13.8;
14/7/1978;18.4;13.6;20.2;14.2;
15/7/1978;15.6;13.6;21.0;12.2;
16/7/1978;15.8;7.0;20.4;8.8;
17/7/1978;14.4;10.2;17.4;11.8;
18/7/1978;15.8;5.4;17.8;5.5;
19/7/1978;12.0;9.4;18.7;10.2;
20/7/1978;14.2;5.8;16.6;8.6;
21/7/1978;13.8;5.6;16.0;9.3;
22/7/1978;13.2;5.4;17.4;6.8;
23/7/1978;10.8;8.2;17.6;7.0;
24/7/1978;12.4;2.0;15.0;3.0;
25/7/1978;14.6;6.2;22.7;9.0;
26/7/1978;12.7;6.4;15.0;8.2;
27/7/1978;12.2;8.2;14.8;9.5;
28/7/1978;16.2;10.4;14.4;11.7;
29/7/1978;14.2;8.4;15.6;7.8;
30/7/1978;12.4;7.4;18.2;4.4;
31/7/1978;17.8;9.6;17.6;9.0;
1/8/1978;22.8;15.0;25.8;13.4;
2/8/1978;24.0;16.0;26.4;16.0;
3/8/1978;26.2;15.4;27.5;16.4;
4/8/1978;26.3;16.4;26.6;19.1;
5/8/1978;22.4;12.8;27.2;15.4;
6/8/1978;12.8;10.0;20.5;11.2;
7/8/1978;11.6;6.8;14.2;11.2;
8/8/1978;16.2;4.2;13.2;10.4;
9/8/1978;19.0;7.6;18.8;12.0;
10/8/1978;17.4;12.0;21.7;10.1;
11/8/1978;13.0;8.2;16.0;8.0;
12/8/1978;10.2;5.8;12.8;6.3;
13/8/1978;11.0;4.8;12.0;2.0;
14/8/1978;10.6;7.6;15.0;2.8;
15/8/1978;15.0;1.8;17.0;2.0;
16/8/1978;16.8;4.0;19.7;3.2;
17/8/1978;17.7;7.0;21.2;7.4;
18/8/1978;11.8;7.8;16.0;9.0;
19/8/1978;9.0;6.2;12.0;3.8;
20/8/1978;11.4;1.8;11.8;2.6;
21/8/1978;15.0;8.2;16.8;10.3;
22/8/1978;14.2;5.2;20.9;4.6;
23/8/1978;9.6;5.8;13.8;5.8;
24/8/1978;12.8;2.0;17.8;-0.2;
25/8/1978;20.0;4.8;22.4;4.8;
26/8/1978;13.4;11.0;18.0;12.2;
27/8/1978;14.2;11.8;19.0;12.6;
28/8/1978;17.6;11.6;19.8;8.0;
29/8/1978;14.2;9.0;15.4;9.2;
30/8/1978;10.2;3.4;15.4;4.7;
31/8/1978;16.8;1.6;17.4;3.6;
1/9/1978;13.9;7.0;21.2;5.3;
2/9/1978;9.6;6.2;14.4;4.0;
3/9/1978;12.0;3.2;20.0;3.6;
4/9/1978;14.0;9.0;16.4;11.6;
5/9/1978;13.4;10.8;21.0;13.0;
6/9/1978;13.6;9.2;23.6;8.2;
7/9/1978;15.2;10.2;23.4;11.2;
8/9/1978;17.4;7.8;23.4;8.8;
9/9/1978;18.3;7.4;23.4;8.2;
10/9/1978;15.4;7.4;23.6;7.2;
11/9/1978;12.4;7.6;23.4;6.4;
12/9/1978;20.0;5.4;24.4;8.6;
13/9/1978;15.4;11.8;18.2;12.0;
14/9/1978;17.2;10.8;22.4;12.0;
15/9/1978;18.2;6.6;22.6;5.2;
16/9/1978;21.6;7.8;26.0;8.2;
17/9/1978;22.2;11.6;33.4;15.8;
18/9/1978;19.2;12.2;21.4;17.2;
19/9/1978;17.3;11.6;18.4;15.4;
20/9/1978;16.0;10.6;21.8;13.0;
21/9/1978;22.4;8.6;25.0;8.6;
22/9/1978;22.5;10.0;29.3;13.7;
23/9/1978;24.6;15.0;32.2;17.8;
24/9/1978;22.1;16.8;32.2;20.6;
25/9/1978;25.6;16.8;32.4;20.2;
26/9/1978;27.0;17.0;28.4;20.0;
27/9/1978;21.6;14.6;20.6;15.7;
28/9/1978;15.2;11.2;21.6;10.9;
29/9/1978;17.2;8.0;24.2;7.4;
30/9/1978;24.2;11.6;28.6;11.2;
1/10/1978;22.3;16.5;33.2;20.0;
2/10/1978;19.0;10.4;26.4;13.6;
3/10/1978;14.5;12.4;20.3;15.8;
4/10/1978;19.4;14.2;22.6;18.2;
5/10/1978;19.2;13.2;29.0;19.1;
6/10/1978;19.8;15.5;24.2;18.8;
7/10/1978;20.6;16.0;20.2;16.9;
8/10/1978;20.4;15.0;20.2;16.4;
9/10/1978;18.4;11.4;26.4;16.8;
10/10/1978;18.2;11.8;25.2;12.8;
11/10/1978;19.4;13.4;26.6;10.4;
12/10/1978;16.0;12.0;19.5;13.2;
13/10/1978;14.4;12.2;15.0;11.8;
14/10/1978;17.2;12.4;22.2;10.8;
15/10/1978;19.8;8.6;22.0;11.6;
16/10/1978;16.2;9.8;19.2;11.2;
17/10/1978;21.2;6.1;24.7;8.2;
18/10/1978;16.8;9.6;24.7;12.4;
19/10/1978;16.6;10.4;25.0;13.7;
20/10/1978;18.0;12.8;22.2;14.0;
21/10/1978;23.3;13.2;28.6;13.0;
22/10/1978;28.2;14.8;32.5;15.0;
23/10/1978;25.2;16.6;33.5;16.4;
24/10/1978;23.2;16.6;26.4;17.7;
25/10/1978;21.8;14.6;27.0;15.1;
26/10/1978;20.8;14.8;22.4;18.5;
27/10/1978;23.0;14.8;26.8;16.0;
28/10/1978;26.0;14.6;30.4;15.8;
29/10/1978;23.4;13.2;25.4;17.8;
30/10/1978;19.4;6.0;24.8;12.4;
31/10/1978;19.0;8.6;25.9;14.0;
1/11/1978;20.8;10.0;27.0;12.2;
2/11/1978;24.8;11.6;29.8;13.4;
3/11/1978;19.8;16.0;22.4;17.2;
4/11/1978;19.6;10.0;25.8;14.8;
5/11/1978;26.4;15.2;30.2;14.0;
6/11/1978;18.6;12.2;26.4;16.4;
7/11/1978;19.6;9.2;31.4;10.8;
8/11/1978;20.0;12.6;35.5;16.4;
9/11/1978;21.8;15.5;28.0;17.2;
10/11/1978;22.0;10.2;25.9;15.3;
11/11/1978;21.4;10.2;25.5;14.2;
12/11/1978;16.8;11.4;21.4;12.5;
13/11/1978;15.8;10.4;22.6;9.1;
14/11/1978;15.3;7.0;22.7;10.0;
15/11/1978;23.2;8.8;27.2;12.0;
16/11/1978;26.0;15.4;32.2;16.4;
17/11/1978;25.7;17.4;26.4;18.2;
18/11/1978;21.6;16.6;25.3;18.8;
19/11/1978;21.2;15.2;29.5;16.6;
20/11/1978;23.4;14.8;25.6;19.4;
21/11/1978;21.2;17.4;26.6;18.6;
22/11/1978;20.2;14.0;27.4;18.0;
23/11/1978;21.4;13.1;26.6;14.2;
24/11/1978;24.8;13.1;29.2;15.9;
25/11/1978;26.4;13.4;32.8;17.8;
26/11/1978;22.4;17.8;27.8;17.7;
27/11/1978;22.4;11.0;28.4;15.4;
28/11/1978;27.0;12.2;28.2;13.4;
29/11/1978;29.4;14.8;32.0;14.7;
30/11/1978;33.0;17.2;34.9;19.4;
1/12/1978;27.2;20.5;37.2;22.6;
2/12/1978;25.4;18.8;31.2;21.6;
3/12/1978;21.6;17.6;30.5;19.0;
4/12/1978;18.6;16.2;19.0;16.2;
5/12/1978;20.0;15.4;22.4;16.0;
6/12/1978;25.8;13.1;30.2;15.3;
7/12/1978;28.0;17.6;32.4;20.0;
8/12/1978;31.2;17.5;32.6;18.2;
9/12/1978;20.4;16.0;30.0;18.8;
10/12/1978;23.4;9.2;28.6;14.3;
11/12/1978;27.6;13.6;30.4;15.8;
12/12/1978;26.8;16.0;32.0;16.8;
13/12/1978;30.8;20.4;34.6;21.0;
14/12/1978;22.6;18.4;32.0;18.8;
15/12/1978;22.2;18.0;31.4;19.6;
16/12/1978;22.2;18.4;30.0;18.8;
17/12/1978;25.1;17.8;32.4;17.6;
18/12/1978;30.2;17.0;34.4;19.4;
19/12/1978;28.0;17.2;31.9;18.2;
20/12/1978;29.6;17.4;34.4;16.2;
21/12/1978;27.8;17.6;33.4;18.4;
22/12/1978;24.4;14.3;36.6;19.0;
23/12/1978;31.4;17.2;37.0;20.8;
24/12/1978;27.2;17.2;31.4;22.2;
25/12/1978;22.2;18.2;31.8;19.0;
26/12/1978;21.5;13.8;32.4;15.8;
27/12/1978;25.2;12.8;34.4;16.4;
28/12/1978;34.6;16.9;35.8;21.9;
29/12/1978;25.6;16.4;34.6;18.6;
30/12/1978;23.4;18.0;23.9;19.8;
31/12/1978;23.8;16.6;31.8;17.0;
1/1/1979;23.4;14.6;31.8;18.0;
2/1/1979;30.0;16.2;33.0;20.7;
3/1/1979;23.4;16.4;30.2;21.2;
4/1/1979;21.6;12.1;30.6;14.0;
5/1/1979;22.6;14.8;32.4;17.8;
6/1/1979;22.4;13.8;31.5;17.3;
7/1/1979;23.8;13.8;31.0;18.6;
8/1/1979;26.6;12.2;32.6;15.3;
9/1/1979;28.8;15.1;36.3;18.2;
10/1/1979;32.8;19.0;37.6;22.6;
11/1/1979;34.4;18.6;39.2;22.8;
12/1/1979;32.0;19.7;39.0;23.6;
13/1/1979;30.0;19.2;35.6;22.7;
14/1/1979;26.2;19.8;37.6;21.8;
15/1/1979;26.6;18.6;34.8;22.2;
16/1/1979;29.3;19.2;37.8;21.2;
17/1/1979;31.0;19.0;38.6;21.6;
18/1/1979;24.8;17.6;37.6;23.6;
19/1/1979;24.8;19.6;35.4;18.4;
20/1/1979;25.0;18.8;35.6;20.8;
21/1/1979;26.5;17.4;37.8;20.6;
22/1/1979;30.8;17.6;38.4;22.2;
23/1/1979;28.6;21.0;31.6;21.6;
24/1/1979;31.6;20.2;31.6;20.4;
25/1/1979;29.2;20.0;36.6;22.6;
26/1/1979;25.4;18.2;39.0;23.7;
27/1/1979;28.6;16.0;33.0;22.2;
28/1/1979;21.6;17.8;29.2;18.4;
29/1/1979;27.8;11.4;30.0;12.6;
30/1/1979;21.6;17.2;33.4;16.4;
31/1/1979;22.6;10.6;34.4;16.2;
1/2/1979;29.7;16.5;35.4;18.9;
2/2/1979;28.5;17.0;37.6;17.0;
3/2/1979;31.8;19.6;36.8;20.8;
4/2/1979;33.2;21.4;40.2;23.6;
5/2/1979;26.0;20.2;32.8;22.8;
6/2/1979;24.5;21.4;35.4;22.8;
7/2/1979;24.0;19.6;28.3;20.0;
8/2/1979;21.4;15.6;33.4;16.0;
9/2/1979;26.6;12.4;37.6;19.8;
10/2/1979;30.4;18.6;35.0;24.0;
11/2/1979;28.4;19.6;24.8;22.0;
12/2/1979;28.0;20.0;32.2;21.1;
13/2/1979;27.8;18.6;35.4;19.0;
14/2/1979;27.0;19.4;36.8;20.4;
15/2/1979;26.0;20.0;34.0;24.2;
16/2/1979;24.6;19.8;27.8;18.5;
17/2/1979;25.2;20.2;26.8;18.2;
18/2/1979;25.0;19.8;29.4;18.4;
19/2/1979;23.8;19.6;29.4;18.0;
20/2/1979;23.4;20.0;26.0;18.2;
21/2/1979;23.0;13.0;29.2;14.0;
22/2/1979;25.4;10.6;30.6;13.6;
23/2/1979;27.4;18.3;30.6;17.6;
24/2/1979;29.0;21.2;32.2;19.4;
25/2/1979;32.2;19.8;34.0;21.6;
26/2/1979;25.0;21.2;35.6;18.8;
27/2/1979;34.8;17.9;30.6;18.0;
28/2/1979;21.6;17.6;27.8;18.2;
1/3/1979;21.2;15.1;27.0;11.2;
2/3/1979;24.2;11.8;30.4;10.0;
3/3/1979;28.8;16.6;33.6;17.2;
4/3/1979;31.0;20.2;33.6;23.9;
5/3/1979;26.0;19.2;28.0;20.0;
6/3/1979;29.2;19.0;32.4;19.8;
7/3/1979;21.8;17.0;25.0;18.4;
8/3/1979;21.2;11.0;27.0;12.0;
9/3/1979;22.3;13.6;27.8;15.4;
10/3/1979;21.5;11.8;27.2;14.2;
11/3/1979;22.0;11.8;27.0;13.7;
12/3/1979;23.0;14.6;28.0;13.3;
13/3/1979;23.6;17.0;27.2;16.0;
14/3/1979;23.9;16.4;25.6;17.0;
15/3/1979;23.8;13.5;27.0;17.2;
16/3/1979;26.0;15.0;29.0;15.0;
17/3/1979;25.2;16.6;30.4;16.4;
18/3/1979;24.4;15.8;32.8;16.6;
19/3/1979;29.0;18.6;32.8;20.0;
20/3/1979;29.1;19.4;30.4;19.3;
21/3/1979;22.6;17.8;31.6;19.6;
22/3/1979;18.8;15.2;27.0;17.8;
23/3/1979;21.4;16.0;25.4;16.0;
24/3/1979;21.4;18.0;25.9;14.1;
25/3/1979;21.8;10.0;27.2;12.4;
26/3/1979;21.8;10.8;27.2;11.1;
27/3/1979;22.4;10.0;24.4;14.8;
28/3/1979;23.0;13.4;26.2;12.4;
29/3/1979;25.8;14.2;28.8;12.6;
30/3/1979;20.4;14.0;30.2;13.4;
31/3/1979;25.2;11.2;27.8;17.6;
1/4/1979;25.2;15.4;30.0;14.8;
2/4/1979;23.6;9.2;28.8;16.0;
3/4/1979;18.8;15.2;23.6;15.1;
4/4/1979;16.0;13.8;19.4;11.4;
5/4/1979;16.2;12.9;12.0;9.6;
6/4/1979;17.6;12.4;20.6;8.0;
7/4/1979;17.4;11.2;22.0;6.6;
8/4/1979;22.4;7.8;25.6;7.6;
9/4/1979;22.4;10.0;20.8;11.8;
10/4/1979;22.4;11.1;23.2;14.2;
11/4/1979;18.0;14.2;26.6;10.8;
12/4/1979;20.2;14.4;23.0;9.8;
13/4/1979;20.2;10.8;25.0;11.4;
14/4/1979;22.2;15.6;19.6;16.2;
15/4/1979;21.4;18.0;22.6;16.4;
16/4/1979;24.4;13.7;26.8;11.8;
17/4/1979;23.6;12.6;21.0;18.5;
18/4/1979;25.4;13.4;27.4;15.5;
19/4/1979;25.8;15.0;27.2;17.6;
20/4/1979;21.4;14.3;28.6;15.8;
21/4/1979;18.8;13.8;25.4;16.3;
22/4/1979;20.0;10.8;22.8;9.7;
23/4/1979;20.4;12.8;24.2;12.6;
24/4/1979;20.4;10.9;23.8;11.2;
25/4/1979;19.6;9.6;24.2;11.0;
26/4/1979;20.0;9.0;24.8;12.0;
27/4/1979;21.2;10.5;24.8;11.6;
28/4/1979;22.6;13.2;27.2;13.3;
29/4/1979;23.2;15.6;22.0;15.0;
30/4/1979;17.4;12.7;20.0;12.3;
1/5/1979;16.2;11.4;18.6;9.6;
2/5/1979;17.6;5.4;23.2;5.4;
3/5/1979;17.0;11.2;24.2;16.0;
4/5/1979;14.8;9.4;18.6;8.0;
5/5/1979;18.2;6.2;21.4;8.4;
6/5/1979;21.0;7.6;21.0;10.0;
7/5/1979;16.2;7.0;23.6;6.0;
8/5/1979;13.4;9.7;20.4;9.2;
9/5/1979;17.4;8.2;21.8;7.8;
10/5/1979;20.6;8.0;24.2;8.0;
11/5/1979;21.4;10.8;23.2;8.4;
12/5/1979;18.6;9.2;23.8;9.0;
13/5/1979;16.4;5.8;21.4;7.6;
14/5/1979;17.8;8.6;23.0;8.2;
15/5/1979;21.2;6.4;24.0;7.6;
16/5/1979;20.8;13.2;26.4;12.2;
17/5/1979;20.2;9.6;21.8;12.3;
18/5/1979;18.2;9.4;18.6;10.9;
19/5/1979;20.6;7.4;21.8;6.8;
20/5/1979;22.4;8.6;24.0;11.4;
21/5/1979;23.2;12.6;25.6;14.8;
22/5/1979;16.4;11.2;21.0;10.8;
23/5/1979;13.6;8.6;17.4;8.2;
24/5/1979;20.4;7.6;20.6;9.2;
