Fecha;TmáxCarrasco;TmínCarrasco;TmáxSalto;TmínSalto;
1/1/1970;32.6;21.0;32.0;19.8;
2/1/1970;33.8;22.0;35.4;20.7;
3/1/1970;28.1;21.5;30.8;21.3;
4/1/1970;24.0;18.8;34.1;20.0;
5/1/1970;30.5;20.2;37.2;23.0;
6/1/1970;26.2;20.0;22.3;20.0;
7/1/1970;25.8;18.0;31.2;19.8;
8/1/1970;25.3;15.8;22.3;19.4;
9/1/1970;21.0;18.0;24.9;18.2;
10/1/1970;21.2;15.2;26.8;11.0;
11/1/1970;23.2;12.0;25.0;10.6;
12/1/1970;30.2;13.2;28.8;17.6;
13/1/1970;29.2;18.0;27.1;17.0;
14/1/1970;23.8;18.0;24.8;12.8;
15/1/1970;23.6;12.6;26.7;11.8;
16/1/1970;26.2;13.8;28.8;14.4;
17/1/1970;32.4;13.0;30.3;15.6;
18/1/1970;32.7;14.0;31.1;15.0;
19/1/1970;31.4;21.4;33.4;17.9;
20/1/1970;30.0;15.4;33.8;20.3;
21/1/1970;29.2;18.0;34.5;20.6;
22/1/1970;30.6;20.0;31.0;18.5;
23/1/1970;27.0;19.4;34.2;20.7;
24/1/1970;26.1;19.8;25.0;16.0;
25/1/1970;26.2;20.0;28.2;16.0;
26/1/1970;26.0;19.0;26.8;16.9;
27/1/1970;26.4;16.0;30.0;14.1;
28/1/1970;30.2;16.8;30.1;19.0;
29/1/1970;31.0;20.0;27.5;16.5;
30/1/1970;34.0;20.0;30.8;18.0;
31/1/1970;28.4;21.0;33.7;18.7;
1/2/1970;37.2;19.8;36.2;21.2;
2/2/1970;30.2;22.0;31.0;23.0;
3/2/1970;27.3;21.0;31.3;21.8;
4/2/1970;27.6;15.0;31.6;18.6;
5/2/1970;25.4;20.6;25.2;17.4;
6/2/1970;21.7;18.0;16.1;11.4;
7/2/1970;20.4;11.0;18.2;11.0;
8/2/1970;25.0;14.6;26.5;10.0;
9/2/1970;25.3;16.8;30.0;15.4;
10/2/1970;33.0;14.0;30.6;16.7;
11/2/1970;32.2;18.6;32.5;16.8;
12/2/1970;35.0;22.0;33.2;19.3;
13/2/1970;28.7;19.8;33.2;20.6;
14/2/1970;29.4;20.0;31.4;19.0;
15/2/1970;30.0;21.0;32.9;19.7;
16/2/1970;32.4;21.0;30.7;20.8;
17/2/1970;29.2;20.8;31.2;19.0;
18/2/1970;28.2;21.0;30.4;17.8;
19/2/1970;29.6;18.0;30.2;17.4;
20/2/1970;31.3;17.8;31.2;17.4;
21/2/1970;30.0;18.8;30.3;20.0;
22/2/1970;28.4;18.0;29.1;13.8;
23/2/1970;30.4;15.0;32.0;13.7;
24/2/1970;33.0;19.4;33.2;15.4;
25/2/1970;34.7;18.8;35.0;18.4;
26/2/1970;35.8;21.0;35.3;21.4;
27/2/1970;39.8;25.3;37.3;22.2;
28/2/1970;24.8;20.0;32.2;23.7;
1/3/1970;27.3;17.7;35.8;20.7;
2/3/1970;36.0;21.4;36.0;22.0;
3/3/1970;35.6;25.0;34.8;21.8;
4/3/1970;29.0;19.8;35.3;20.9;
5/3/1970;29.2;17.8;35.3;21.7;
6/3/1970;35.6;21.0;36.8;21.8;
7/3/1970;32.6;20.0;25.3;20.0;
8/3/1970;23.0;18.3;28.2;19.8;
9/3/1970;32.2;11.8;30.8;18.2;
10/3/1970;25.6;17.4;27.2;16.8;
11/3/1970;24.4;13.8;19.4;10.8;
12/3/1970;21.0;15.4;23.3;11.3;
13/3/1970;23.0;8.8;24.2;9.0;
14/3/1970;23.4;14.0;26.4;12.0;
15/3/1970;22.0;16.0;21.1;16.3;
16/3/1970;19.2;17.4;21.0;13.8;
17/3/1970;21.2;16.0;21.3;11.5;
18/3/1970;24.2;8.0;23.3;10.0;
19/3/1970;26.2;11.7;25.1;10.9;
20/3/1970;26.6;11.8;27.3;14.8;
21/3/1970;29.0;16.0;28.1;19.0;
22/3/1970;32.1;17.0;29.9;18.0;
23/3/1970;22.8;18.0;23.8;16.8;
24/3/1970;22.2;16.7;23.2;15.7;
25/3/1970;27.2;11.0;26.7;13.8;
26/3/1970;28.6;15.0;25.8;14.4;
27/3/1970;28.2;18.0;28.2;15.3;
28/3/1970;32.6;18.0;31.0;17.3;
29/3/1970;25.6;19.0;23.7;17.7;
30/3/1970;25.7;14.6;25.1;14.9;
31/3/1970;29.4;13.6;28.0;16.8;
1/4/1970;26.0;17.4;23.0;16.0;
2/4/1970;23.0;17.6;24.0;15.5;
3/4/1970;23.6;11.6;26.2;15.0;
4/4/1970;23.6;14.0;25.0;13.9;
5/4/1970;20.0;15.0;24.3;12.8;
6/4/1970;23.0;7.6;24.0;12.0;
7/4/1970;25.4;8.6;23.4;8.0;
8/4/1970;27.0;11.2;24.7;10.0;
9/4/1970;25.7;10.7;26.1;11.0;
10/4/1970;30.0;14.2;28.1;12.8;
11/4/1970;31.4;14.8;29.1;16.0;
12/4/1970;21.2;17.9;22.2;16.8;
13/4/1970;25.2;16.6;25.4;15.9;
14/4/1970;20.0;14.8;20.0;14.7;
15/4/1970;19.8;8.6;23.1;12.8;
16/4/1970;24.2;5.6;23.7;10.0;
17/4/1970;29.0;12.4;27.1;12.7;
18/4/1970;27.0;16.8;30.2;16.0;
19/4/1970;22.4;16.0;29.4;17.7;
20/4/1970;25.8;19.0;30.2;17.0;
21/4/1970;24.4;18.0;31.3;18.0;
22/4/1970;24.0;16.6;31.2;18.8;
23/4/1970;30.4;18.0;31.2;19.7;
24/4/1970;28.0;20.0;31.3;19.9;
25/4/1970;30.0;23.8;30.4;19.7;
26/4/1970;26.0;16.0;23.3;11.0;
27/4/1970;20.7;9.8;20.2;6.7;
28/4/1970;23.5;9.4;22.6;9.0;
29/4/1970;24.1;6.6;22.2;9.8;
30/4/1970;22.0;8.6;19.2;8.0;
1/5/1970;22.2;14.0;22.1;10.4;
2/5/1970;25.2;11.6;24.0;10.7;
3/5/1970;25.0;11.6;21.2;12.7;
4/5/1970;25.1;16.5;21.0;10.0;
5/5/1970;12.6;7.8;13.8;5.0;
6/5/1970;15.2;2.4;15.2;1.0;
7/5/1970;18.1;1.6;17.1;2.8;
8/5/1970;21.2;0.7;20.5;3.9;
9/5/1970;19.0;10.0;23.1;7.2;
10/5/1970;17.8;7.0;20.1;8.8;
11/5/1970;16.0;9.8;18.0;3.4;
12/5/1970;20.2;6.0;20.4;6.8;
13/5/1970;20.5;14.0;24.3;14.0;
14/5/1970;20.7;16.0;26.0;19.0;
15/5/1970;17.0;11.6;20.0;14.1;
16/5/1970;16.2;8.0;13.9;12.2;
17/5/1970;15.4;6.0;17.0;8.0;
18/5/1970;13.3;10.0;10.8;5.8;
19/5/1970;15.1;9.8;15.1;8.7;
20/5/1970;14.2;7.0;13.3;4.5;
21/5/1970;17.2;5.0;16.0;2.0;
22/5/1970;20.4;8.8;19.2;5.8;
23/5/1970;20.0;9.4;18.7;5.7;
24/5/1970;21.0;7.0;20.1;4.0;
25/5/1970;21.3;11.0;23.2;9.9;
26/5/1970;18.3;9.8;25.1;12.6;
27/5/1970;21.6;8.0;25.0;13.8;
28/5/1970;22.3;17.0;24.2;19.8;
29/5/1970;19.2;12.4;26.3;17.5;
30/5/1970;18.0;9.0;21.7;14.0;
31/5/1970;18.2;7.8;21.6;12.3;
1/6/1970;17.0;11.8;16.8;11.0;
2/6/1970;12.9;9.0;17.0;10.9;
3/6/1970;17.2;10.4;20.0;12.0;
4/6/1970;16.1;11.0;15.2;9.0;
5/6/1970;11.0;7.0;14.2;1.8;
6/6/1970;14.2;2.0;12.0;0.3;
7/6/1970;13.0;0.2;14.0;-1.0;
8/6/1970;14.4;0.8;17.0;-0.1;
9/6/1970;16.8;8.0;17.7;5.4;
10/6/1970;22.4;16.0;21.4;14.8;
11/6/1970;23.0;15.0;24.1;15.8;
12/6/1970;21.2;14.0;19.0;15.8;
13/6/1970;16.0;10.0;16.7;5.2;
14/6/1970;13.9;7.0;14.8;2.8;
15/6/1970;18.0;6.2;18.0;2.7;
16/6/1970;20.0;7.0;19.1;5.0;
17/6/1970;14.0;10.0;12.6;9.0;
18/6/1970;14.4;7.2;10.6;8.0;
19/6/1970;15.0;1.8;14.2;8.7;
20/6/1970;16.4;8.8;16.1;10.5;
21/6/1970;13.0;11.8;11.6;8.2;
22/6/1970;13.1;8.4;10.2;5.8;
23/6/1970;13.0;6.8;10.0;1.3;
24/6/1970;10.2;6.0;7.0;-0.3;
25/6/1970;11.2;2.5;12.2;-0.8;
26/6/1970;13.4;3.0;13.2;0.0;
27/6/1970;15.0;6.8;16.2;6.3;
28/6/1970;15.4;7.8;11.6;3.2;
29/6/1970;13.0;3.2;14.6;-0.2;
30/6/1970;8.4;4.0;9.2;0.0;
1/7/1970;9.0;3.0;10.6;-0.3;
2/7/1970;11.2;-3.2;10.5;-1.6;
3/7/1970;13.3;4.0;13.3;1.0;
4/7/1970;14.4;8.0;17.0;7.9;
5/7/1970;14.8;6.2;12.6;4.7;
6/7/1970;12.4;2.8;9.0;5.6;
7/7/1970;15.3;1.2;12.3;0.8;
8/7/1970;15.4;1.0;15.0;-1.0;
9/7/1970;18.2;3.8;14.8;0.2;
10/7/1970;18.0;2.0;16.1;0.5;
11/7/1970;14.4;2.8;16.0;0.0;
12/7/1970;12.7;0.6;13.4;-0.2;
13/7/1970;15.0;0.4;11.0;-1.0;
14/7/1970;19.3;2.8;15.3;3.3;
15/7/1970;22.3;12.0;21.2;9.9;
16/7/1970;24.4;16.0;24.0;14.0;
17/7/1970;22.0;16.0;24.3;15.0;
18/7/1970;20.0;12.0;17.4;11.0;
19/7/1970;15.8;9.0;16.0;10.2;
20/7/1970;15.6;1.4;13.1;9.0;
21/7/1970;17.1;2.0;16.4;9.4;
22/7/1970;19.4;10.8;17.6;10.9;
23/7/1970;21.2;11.0;24.0;10.8;
24/7/1970;22.6;12.0;22.7;12.0;
25/7/1970;25.4;15.0;23.2;12.8;
26/7/1970;18.4;11.0;23.0;11.0;
27/7/1970;13.0;8.0;15.0;5.8;
28/7/1970;15.4;6.4;14.2;3.5;
29/7/1970;13.4;7.2;15.8;5.9;
30/7/1970;13.3;6.2;14.9;3.0;
31/7/1970;20.0;6.0;20.6;4.0;
1/8/1970;25.2;10.0;27.4;13.7;
2/8/1970;22.0;10.2;27.3;9.2;
3/8/1970;18.0;10.2;15.2;11.0;
4/8/1970;11.0;9.0;11.0;7.0;
5/8/1970;14.0;8.0;14.0;6.4;
6/8/1970;14.0;8.2;14.0;10.2;
7/8/1970;10.4;7.0;12.0;5.0;
8/8/1970;11.4;7.6;12.2;1.7;
9/8/1970;15.0;3.8;12.8;-1.0;
10/8/1970;18.0;2.8;16.1;2.3;
11/8/1970;22.4;10.0;19.7;4.9;
12/8/1970;23.8;11.0;21.2;7.5;
13/8/1970;19.0;11.0;15.0;8.0;
14/8/1970;19.0;4.2;16.1;3.8;
15/8/1970;21.0;7.8;20.0;2.8;
16/8/1970;24.4;10.0;24.1;4.9;
17/8/1970;29.2;16.0;25.0;14.0;
18/8/1970;28.0;15.8;25.2;13.0;
19/8/1970;28.4;19.0;24.1;14.4;
20/8/1970;22.6;8.0;17.0;4.5;
21/8/1970;18.1;3.8;16.2;1.5;
22/8/1970;18.3;4.6;15.2;3.0;
23/8/1970;18.0;4.8;17.4;3.5;
24/8/1970;17.0;4.0;20.3;3.0;
25/8/1970;12.2;6.2;14.0;0.9;
26/8/1970;11.4;3.8;13.1;0.0;
27/8/1970;13.9;1.0;17.1;0.0;
28/8/1970;17.2;8.8;18.0;6.4;
29/8/1970;16.0;9.0;16.2;8.9;
30/8/1970;13.0;8.8;16.2;6.0;
31/8/1970;17.4;6.8;18.7;4.0;
1/9/1970;20.3;5.0;20.2;3.7;
2/9/1970;16.2;6.0;21.7;5.0;
3/9/1970;24.0;6.8;22.0;7.2;
4/9/1970;23.4;8.8;23.2;8.6;
5/9/1970;16.8;10.0;22.0;11.0;
6/9/1970;15.2;10.0;19.9;7.6;
7/9/1970;15.2;8.6;20.7;6.0;
8/9/1970;19.8;1.0;20.0;2.0;
9/9/1970;23.0;7.0;22.8;5.0;
10/9/1970;22.2;8.9;24.8;6.4;
11/9/1970;18.9;12.1;26.7;11.7;
12/9/1970;24.0;11.8;24.0;12.6;
13/9/1970;18.4;11.8;17.7;8.0;
14/9/1970;19.2;9.0;17.1;2.7;
15/9/1970;22.8;6.0;21.1;3.0;
16/9/1970;26.8;7.8;23.0;6.2;
17/9/1970;27.5;12.8;26.9;11.8;
18/9/1970;20.0;13.0;26.0;12.0;
19/9/1970;15.0;9.8;19.1;7.8;
20/9/1970;18.0;6.0;21.8;9.4;
21/9/1970;21.4;8.0;22.6;7.2;
22/9/1970;19.1;10.8;24.8;10.9;
23/9/1970;18.2;7.4;16.0;11.7;
24/9/1970;22.0;6.2;22.0;10.8;
25/9/1970;22.3;10.0;25.2;13.0;
26/9/1970;23.0;13.0;27.0;13.2;
27/9/1970;20.3;13.8;21.1;15.5;
28/9/1970;25.4;10.8;24.2;13.6;
29/9/1970;15.1;12.0;18.8;11.5;
30/9/1970;17.6;7.2;23.6;6.0;
1/10/1970;13.4;7.8;19.6;10.0;
2/10/1970;18.0;7.8;20.3;6.9;
3/10/1970;21.0;7.0;25.0;8.3;
4/10/1970;23.2;8.0;26.3;8.6;
5/10/1970;14.9;8.8;18.1;8.6;
6/10/1970;16.2;6.0;10.1;6.2;
7/10/1970;15.4;8.0;16.4;4.8;
8/10/1970;18.0;5.8;19.6;7.2;
9/10/1970;16.7;10.0;19.8;7.2;
10/10/1970;20.8;3.2;21.1;4.0;
11/10/1970;20.3;10.0;24.0;10.6;
12/10/1970;18.4;11.0;23.0;8.9;
13/10/1970;22.6;4.8;24.1;7.0;
14/10/1970;26.7;7.0;25.3;9.2;
15/10/1970;26.8;13.0;24.4;13.7;
16/10/1970;20.0;15.0;24.1;15.1;
17/10/1970;24.4;13.8;27.0;15.0;
18/10/1970;19.4;13.0;20.2;14.9;
19/10/1970;15.8;10.8;18.1;11.8;
20/10/1970;18.0;11.6;15.0;9.9;
21/10/1970;18.8;11.8;21.1;10.4;
22/10/1970;23.3;8.0;24.3;9.6;
23/10/1970;27.0;11.0;25.4;12.4;
24/10/1970;28.2;15.4;27.1;12.4;
25/10/1970;25.2;12.8;29.8;16.2;
26/10/1970;18.4;11.8;18.2;11.0;
27/10/1970;20.0;10.0;14.1;4.9;
28/10/1970;22.1;12.0;22.6;10.2;
29/10/1970;22.8;9.8;24.3;9.9;
30/10/1970;26.8;14.8;30.4;16.6;
31/10/1970;21.0;17.4;24.1;15.0;
1/11/1970;17.4;13.8;19.1;11.0;
2/11/1970;23.3;11.8;25.3;7.5;
3/11/1970;24.8;12.7;27.2;11.7;
4/11/1970;28.7;12.8;27.2;13.0;
5/11/1970;26.0;14.8;27.1;13.5;
6/11/1970;26.2;14.8;29.3;15.7;
7/11/1970;27.6;14.8;29.3;16.8;
8/11/1970;25.0;15.0;30.0;15.2;
9/11/1970;22.2;15.0;27.5;16.2;
10/11/1970;19.0;13.8;24.1;11.4;
11/11/1970;23.8;8.8;27.4;11.5;
12/11/1970;21.2;15.0;21.2;15.8;
13/11/1970;20.0;15.0;22.0;10.9;
14/11/1970;20.8;10.2;24.1;9.7;
15/11/1970;23.3;12.0;25.6;10.8;
16/11/1970;24.1;15.0;26.4;13.2;
17/11/1970;20.1;11.0;23.4;12.0;
18/11/1970;15.2;8.8;19.2;5.6;
19/11/1970;18.4;8.8;23.2;5.8;
20/11/1970;22.0;8.0;28.0;10.0;
21/11/1970;15.0;9.8;17.4;8.2;
22/11/1970;17.8;9.7;19.8;4.3;
23/11/1970;18.6;12.0;20.8;6.9;
24/11/1970;21.0;9.8;24.7;8.8;
25/11/1970;22.0;11.8;28.0;11.0;
26/11/1970;24.2;12.8;21.6;14.8;
27/11/1970;23.7;16.0;26.3;13.9;
28/11/1970;20.2;15.0;27.6;12.0;
29/11/1970;27.0;12.8;32.0;12.6;
30/11/1970;20.4;11.6;23.6;12.8;
1/12/1970;18.4;13.0;23.2;8.8;
2/12/1970;15.8;11.2;21.6;8.0;
3/12/1970;18.0;11.0;24.9;7.0;
4/12/1970;27.4;8.8;30.4;9.8;
5/12/1970;23.4;17.0;27.0;15.1;
6/12/1970;21.3;11.2;26.1;9.2;
7/12/1970;32.0;12.0;31.2;9.6;
8/12/1970;26.9;16.6;21.5;14.8;
9/12/1970;31.2;16.0;29.6;14.0;
10/12/1970;27.2;19.0;35.2;16.6;
11/12/1970;25.0;13.0;28.3;13.1;
12/12/1970;25.4;16.0;29.2;15.4;
13/12/1970;32.0;13.2;30.6;17.4;
14/12/1970;21.0;15.8;29.0;18.2;
15/12/1970;26.2;14.2;26.8;18.2;
16/12/1970;28.6;16.0;29.4;18.2;
17/12/1970;30.8;18.1;32.0;20.8;
18/12/1970;23.8;20.0;30.0;19.0;
19/12/1970;33.0;15.0;30.2;16.6;
20/12/1970;30.6;18.0;24.1;17.8;
21/12/1970;23.8;16.2;29.3;15.1;
22/12/1970;29.7;13.0;30.0;17.4;
23/12/1970;34.0;19.0;32.0;17.7;
24/12/1970;36.4;21.0;34.2;18.7;
25/12/1970;34.0;21.8;28.7;21.8;
26/12/1970;33.0;22.0;27.8;18.7;
27/12/1970;25.0;20.0;29.9;20.0;
28/12/1970;21.2;16.0;23.2;16.0;
29/12/1970;25.8;10.2;24.9;11.6;
30/12/1970;24.2;16.0;29.1;14.6;
31/12/1970;21.8;12.0;25.4;14.0;
1/1/1971;25.0;12.0;30.0;16.0;
2/1/1971;31.4;15.2;30.2;17.0;
3/1/1971;31.0;18.0;31.7;19.2;
4/1/1971;27.0;18.0;25.8;16.7;
5/1/1971;29.2;11.0;30.0;15.0;
6/1/1971;28.6;14.2;29.7;17.0;
7/1/1971;27.0;18.0;30.9;18.5;
8/1/1971;27.8;19.0;28.1;19.0;
9/1/1971;22.0;15.0;25.9;13.7;
10/1/1971;22.0;14.2;23.2;14.6;
11/1/1971;22.9;18.4;28.0;17.4;
12/1/1971;23.0;19.0;22.0;15.4;
13/1/1971;24.2;18.0;28.0;13.0;
14/1/1971;32.4;17.4;30.1;17.0;
15/1/1971;31.0;19.6;31.8;16.8;
16/1/1971;32.8;22.0;32.0;17.7;
17/1/1971;31.0;19.6;32.2;18.7;
18/1/1971;33.0;19.4;32.1;19.8;
19/1/1971;28.8;21.0;31.8;18.0;
20/1/1971;30.0;19.8;28.6;17.5;
21/1/1971;26.0;21.2;26.5;17.2;
22/1/1971;30.0;16.0;31.8;18.4;
23/1/1971;28.0;21.0;35.0;22.4;
24/1/1971;28.4;20.0;21.2;17.7;
25/1/1971;25.2;16.4;27.4;15.7;
26/1/1971;28.4;17.6;34.0;23.0;
27/1/1971;25.0;19.0;24.2;18.5;
28/1/1971;28.6;20.0;24.8;18.5;
29/1/1971;27.4;20.8;20.4;17.4;
30/1/1971;23.4;18.6;23.0;17.0;
31/1/1971;25.8;14.0;27.0;14.9;
1/2/1971;29.0;19.2;29.0;18.8;
2/2/1971;27.0;19.0;24.2;18.3;
3/2/1971;32.0;19.0;28.5;17.0;
4/2/1971;24.0;20.0;25.4;17.0;
5/2/1971;22.2;20.0;35.0;20.8;
6/2/1971;23.0;18.0;23.7;15.8;
7/2/1971;26.7;16.0;30.6;16.3;
8/2/1971;25.0;20.0;25.2;20.0;
9/2/1971;25.0;17.8;28.2;18.7;
10/2/1971;23.3;18.3;25.8;13.0;
11/2/1971;28.4;17.0;26.4;13.9;
12/2/1971;26.2;18.2;29.1;18.8;
13/2/1971;25.0;19.0;27.1;18.7;
14/2/1971;27.0;19.0;30.1;18.0;
15/2/1971;25.4;18.6;29.3;18.2;
16/2/1971;29.0;13.2;30.2;17.2;
17/2/1971;28.1;20.0;34.2;21.9;
18/2/1971;24.4;20.1;32.2;18.9;
19/2/1971;21.6;16.0;19.6;12.0;
20/2/1971;22.0;14.4;22.2;8.8;
21/2/1971;24.0;12.6;24.3;10.7;
22/2/1971;27.0;14.5;26.2;11.8;
23/2/1971;29.8;18.0;27.2;14.9;
24/2/1971;18.2;14.8;21.0;11.0;
25/2/1971;20.3;11.7;20.8;7.8;
26/2/1971;22.8;13.0;24.8;9.1;
27/2/1971;23.2;15.6;25.3;12.8;
28/2/1971;25.0;18.0;28.0;14.0;
1/3/1971;28.7;13.4;28.2;16.9;
2/3/1971;27.3;20.1;28.1;18.5;
3/3/1971;26.8;20.0;24.3;18.2;
4/3/1971;25.8;19.6;28.1;18.9;
5/3/1971;27.3;21.2;29.6;18.1;
6/3/1971;27.2;20.0;30.2;18.6;
7/3/1971;22.0;20.0;29.6;18.0;
8/3/1971;25.0;17.7;29.5;12.8;
9/3/1971;28.4;16.4;26.7;14.8;
10/3/1971;23.0;18.7;27.8;13.2;
11/3/1971;23.4;14.3;28.7;14.8;
12/3/1971;30.3;15.4;30.8;15.0;
13/3/1971;22.0;19.0;26.4;14.0;
14/3/1971;20.8;17.0;21.0;13.0;
15/3/1971;22.4;11.4;18.3;11.8;
16/3/1971;17.0;14.0;13.7;10.0;
17/3/1971;21.0;13.8;23.0;8.4;
18/3/1971;24.0;14.4;26.2;16.1;
19/3/1971;21.0;16.0;27.9;14.9;
20/3/1971;24.0;12.4;27.0;12.6;
21/3/1971;24.3;13.7;27.8;11.8;
22/3/1971;27.4;17.0;27.6;13.0;
23/3/1971;21.0;14.4;24.2;10.0;
24/3/1971;23.4;11.0;26.0;7.5;
25/3/1971;26.0;12.7;28.2;11.9;
26/3/1971;29.6;16.0;29.0;10.8;
27/3/1971;26.0;17.6;29.7;15.8;
28/3/1971;27.0;16.5;29.7;15.7;
29/3/1971;29.0;13.6;29.8;16.8;
30/3/1971;21.8;17.0;22.5;16.7;
31/3/1971;23.7;16.0;30.0;17.6;
1/4/1971;28.0;17.0;32.0;17.8;
2/4/1971;31.2;18.2;32.8;18.4;
3/4/1971;22.8;16.0;25.1;11.9;
4/4/1971;22.4;12.8;26.4;9.7;
5/4/1971;25.0;12.0;27.9;11.0;
6/4/1971;19.0;16.8;21.2;15.2;
7/4/1971;21.6;14.2;22.7;13.0;
8/4/1971;22.1;14.8;24.2;9.3;
9/4/1971;24.0;11.0;26.4;13.1;
10/4/1971;21.3;13.8;26.8;14.4;
11/4/1971;21.3;13.8;25.1;13.4;
12/4/1971;21.8;12.0;23.1;13.9;
13/4/1971;23.2;15.2;23.2;10.6;
14/4/1971;24.6;11.0;23.9;10.7;
15/4/1971;24.8;11.8;16.1;11.9;
16/4/1971;22.4;12.0;11.8;7.4;
17/4/1971;18.0;12.0;20.7;5.8;
18/4/1971;17.0;9.0;17.8;5.2;
19/4/1971;17.0;5.0;19.0;3.5;
20/4/1971;20.6;5.0;21.0;3.0;
21/4/1971;20.8;5.6;17.4;6.0;
22/4/1971;14.8;10.0;16.1;3.8;
23/4/1971;14.3;9.0;14.2;5.0;
24/4/1971;14.0;8.0;15.2;3.6;
25/4/1971;16.0;9.0;15.6;2.8;
26/4/1971;18.3;2.4;18.1;4.0;
27/4/1971;18.3;2.4;15.0;7.0;
28/4/1971;19.0;13.8;20.4;7.8;
29/4/1971;20.5;12.0;21.2;7.8;
30/4/1971;22.8;9.4;23.2;9.0;
1/5/1971;16.6;12.1;16.4;11.2;
2/5/1971;18.0;6.0;17.4;5.0;
3/5/1971;11.4;5.8;11.6;1.0;
4/5/1971;11.2;5.0;10.0;2.2;
5/5/1971;14.6;2.0;12.1;-1.0;
6/5/1971;14.0;2.2;15.0;1.8;
7/5/1971;14.0;10.9;12.3;9.0;
8/5/1971;15.0;10.0;13.0;7.4;
9/5/1971;18.4;5.4;16.8;2.8;
10/5/1971;20.0;8.2;19.1;3.7;
11/5/1971;22.2;8.0;20.4;6.0;
12/5/1971;18.2;10.2;23.3;8.8;
13/5/1971;17.4;8.0;24.6;9.8;
14/5/1971;16.6;7.0;17.8;12.2;
15/5/1971;15.0;12.8;18.5;9.5;
16/5/1971;15.0;10.2;14.4;5.8;
17/5/1971;19.4;7.0;17.7;4.7;
18/5/1971;19.2;9.8;18.2;6.0;
19/5/1971;21.8;8.0;22.6;5.9;
20/5/1971;24.6;10.4;25.2;11.9;
21/5/1971;31.0;14.0;26.8;16.3;
22/5/1971;23.8;16.6;26.3;14.9;
23/5/1971;19.0;15.8;17.8;14.7;
24/5/1971;16.8;11.0;17.0;8.0;
25/5/1971;14.8;5.7;14.4;3.9;
26/5/1971;10.6;4.6;12.3;2.2;
27/5/1971;12.0;3.2;14.0;0.0;
28/5/1971;14.0;1.6;12.9;-1.3;
29/5/1971;17.4;0.2;16.8;0.8;
30/5/1971;19.2;5.0;17.8;2.7;
31/5/1971;20.0;9.0;18.8;4.9;
1/6/1971;19.5;7.2;22.0;8.4;
2/6/1971;11.2;5.0;12.1;2.2;
3/6/1971;11.2;7.0;10.9;-1.8;
4/6/1971;10.0;3.6;10.9;3.8;
5/6/1971;10.0;6.4;10.1;5.8;
6/6/1971;13.4;7.0;11.6;4.7;
7/6/1971;13.4;10.0;11.3;5.9;
8/6/1971;13.2;11.8;9.2;4.0;
9/6/1971;13.8;8.6;9.3;5.8;
10/6/1971;12.4;5.0;12.2;0.8;
11/6/1971;12.4;3.0;13.1;-1.2;
12/6/1971;16.2;4.0;15.2;-0.2;
13/6/1971;14.0;5.8;17.5;3.0;
14/6/1971;15.2;2.0;16.7;2.7;
15/6/1971;11.0;5.0;12.1;1.0;
16/6/1971;10.3;5.0;10.4;-3.0;
17/6/1971;13.6;-0.6;11.9;-3.0;
18/6/1971;14.6;0.4;15.0;0.4;
19/6/1971;18.2;2.6;16.8;1.0;
20/6/1971;13.6;5.0;17.4;4.0;
21/6/1971;17.2;12.2;17.0;13.8;
22/6/1971;15.0;4.0;10.3;4.0;
23/6/1971;9.2;3.0;11.0;0.0;
24/6/1971;8.2;2.6;6.2;2.2;
25/6/1971;13.3;4.6;9.4;3.8;
26/6/1971;11.0;4.0;8.8;5.9;
27/6/1971;13.0;8.8;11.8;7.0;
28/6/1971;11.0;5.8;9.2;6.7;
29/6/1971;12.2;4.4;12.9;2.0;
30/6/1971;11.9;7.0;12.0;6.1;
1/7/1971;9.8;5.0;12.2;1.1;
2/7/1971;13.0;0.8;14.0;0.0;
3/7/1971;12.8;4.8;12.0;5.3;
4/7/1971;13.4;10.0;7.2;5.0;
5/7/1971;11.4;8.0;13.1;5.5;
6/7/1971;11.0;5.4;16.2;4.2;
7/7/1971;18.0;0.2;17.2;4.8;
8/7/1971;19.6;8.0;18.7;6.0;
9/7/1971;19.4;10.0;20.2;10.0;
10/7/1971;16.8;9.6;22.9;10.4;
11/7/1971;22.4;13.4;25.0;13.2;
12/7/1971;19.8;10.0;18.0;8.0;
13/7/1971;10.0;5.4;12.1;3.4;
14/7/1971;17.4;4.4;17.7;2.3;
15/7/1971;20.4;7.0;20.5;5.8;
16/7/1971;24.0;9.0;22.6;7.8;
17/7/1971;22.8;12.0;22.2;9.8;
18/7/1971;23.6;13.3;24.0;12.9;
19/7/1971;24.9;16.0;26.0;14.0;
20/7/1971;24.4;16.8;26.7;14.0;
21/7/1971;23.2;11.8;26.0;12.4;
22/7/1971;12.0;9.0;17.6;6.0;
23/7/1971;13.0;6.8;15.3;9.9;
24/7/1971;15.0;8.0;15.5;5.0;
25/7/1971;18.0;5.0;17.2;9.0;
26/7/1971;15.2;4.9;14.8;4.6;
27/7/1971;17.2;6.4;14.9;11.2;
28/7/1971;14.6;9.1;17.3;9.0;
29/7/1971;11.5;7.6;12.6;10.9;
30/7/1971;10.0;7.0;13.2;7.0;
31/7/1971;10.9;6.0;12.8;4.7;
1/8/1971;15.3;7.0;15.4;7.9;
2/8/1971;18.4;8.0;18.0;5.0;
3/8/1971;15.8;10.4;19.2;8.0;
